idx,lat,lon,depth_m
246,63.44907699407866,10.351955885087317,129.47528511785288
247,63.44912185914636,10.351951113617783,129.83314533286438
248,63.44916672421407,10.35194634214825,130.1910055478759
249,63.44921158928175,10.351941570678717,130.54886576288743
250,63.44925645434946,10.351936799209183,130.90672597789893
251,63.449301319417145,10.35193202773965,131.26458619291046
252,63.44934618448485,10.351927256270116,131.62244640792198
253,63.44939104955254,10.351922484800582,131.98030662293348
254,63.449435914620246,10.35191771333105,132.338166837945
255,63.44948077968793,10.351912941861515,132.69602705295654
256,63.44952564475563,10.351908170391981,133.05388726796804
257,63.449570509823324,10.351903398922449,133.41174748297956
258,63.449615374891025,10.351898627452915,133.7696076979911
259,63.44966023995873,10.351893855983382,134.1274679130026
260,63.44970510502642,10.351889084513848,134.48532812801412
261,63.449749970094125,10.351884313044314,134.84318834302564
262,63.44979483516181,10.351879541574782,135.20104855803714
263,63.44983970022952,10.351874770105248,135.55890877304867
264,63.449884565297204,10.351869998635715,135.9167689880602
265,63.44992943036491,10.351865227166181,136.2746292030717
266,63.4499742954326,10.351860455696647,136.63248941808322
267,63.450019160500304,10.351855684227115,136.99034963309475
268,63.450064025568004,10.351850912757582,137.34820984810625
269,63.4501088906357,10.351846141288048,137.70607006311778
270,63.4501537557034,10.351841369818514,138.0639302781293
271,63.45019862077109,10.35183659834898,138.4217904931408
272,63.45024348583879,10.351831826879447,138.77965070815233
273,63.45028835090648,10.351827055409913,139.13751092316386
274,63.45033321597418,10.351822283940379,139.49537113817536
275,63.45037808104187,10.351817512470847,139.85323135318689
276,63.450422946109576,10.351812741001313,140.2110915681984
277,63.45046781117726,10.351807969531778,140.5689517832099
278,63.45051267624497,10.351803198062246,140.92681199822144
279,63.450557541312655,10.351798426592712,141.28467221323297
280,63.45060240638036,10.35179365512318,141.64253242824446
281,63.4506472714928,10.351788886573091,142.0005749564715
282,63.45069217734166,10.351786775925415,142.52459782805784
283,63.45073708319051,10.351784665277737,143.0486206996442
284,63.45078198903937,10.35178255463006,143.57264357123054
285,63.45082689488822,10.351780443982383,144.09666644281688
286,63.45087180073709,10.351778333334705,144.62068931440325
287,63.45091670658594,10.351776222687029,145.1447121859896
288,63.45096161243479,10.351774112039351,145.66873505757593
289,63.451006518283656,10.351772001391675,146.1927579291623
290,63.45105142413251,10.351769890743997,146.71678080074864
291,63.45109632998137,10.351767780096319,147.24080367233498
292,63.45114123583022,10.351765669448643,147.76482654392132
293,63.45118614167909,10.351763558800965,148.28884941550768
294,63.45123104752793,10.351761448153288,148.81287228709402
295,63.4512759533768,10.35175933750561,149.33689515868036
296,63.45132085922565,10.351757226857933,149.86091803026673
297,63.451365765074506,10.351755116210258,150.38494090185307
298,63.451410670923366,10.351753005562578,150.9089637734394
299,63.45145557677223,10.351750894914902,151.43298664502578
300,63.45150048262108,10.351748784267224,151.95700951661212
301,63.45154538846993,10.35174667361955,152.48103238819846
302,63.4515902943188,10.35174456297187,153.00505525978483
303,63.45163520016765,10.351742452324192,153.52907813137116
304,63.4516801060165,10.351740341676516,154.0531010029575
305,63.45172501186536,10.351738231028838,154.57712387454387
306,63.45176991771423,10.351736120381162,155.1011467461302
307,63.451814823563076,10.351734009733484,155.62516961771655
308,63.45185972941194,10.351731899085806,156.14919248930292
309,63.451904635260796,10.35172978843813,156.67321536088926
310,63.45194954110964,10.351727677790452,157.1972382324756
311,63.45199444695851,10.351725567142775,157.72126110406197
312,63.45203935280736,10.351723456495098,158.2452839756483
313,63.45208425865622,10.35172134584742,158.76930684723465
314,63.452129164505074,10.351719235199743,159.29332971882098
315,63.45217407035394,10.351717124552065,159.81735259040735
316,63.45221897620279,10.35171501390439,160.3413754619937
317,63.45226388205164,10.351712903256711,160.86539833358003
318,63.452308787900506,10.351710792609035,161.3894212051664
319,63.45235369374936,10.351708681961357,161.91344407675274
320,63.452398607564604,10.351708674986668,163.16845440510784
321,63.452443522956074,10.351709084238527,164.56809576088799
322,63.45248843834753,10.351709493490384,165.96773711666813
323,63.452533353739,10.351709902742243,167.36737847244828
324,63.452578269130456,10.351710311994102,168.76701982822843
325,63.45262318452192,10.35171072124596,170.16666118400855
326,63.45266809991338,10.351711130497819,171.5663025397887
327,63.452713015304845,10.351711539749678,172.96594389556884
328,63.4527579306963,10.351711949001535,174.365585251349
329,63.45280284608777,10.351712358253394,175.76522660712914
330,63.45284776147923,10.351712767505251,177.16486796290928
331,63.45289267687068,10.35171317675711,178.56450931868943
332,63.45293759226215,10.35171358600897,179.96415067446958
333,63.45298250765361,10.351713995260827,181.36379203024973
334,63.45302742304508,10.351714404512686,182.76343338602987
335,63.453072338436534,10.351714813764545,184.16307474181002
336,63.45311725382799,10.351715223016402,185.56271609759017
337,63.45316216921946,10.351715632268261,186.96235745337032
338,63.453207084610916,10.351716041520122,188.36199880915044
339,63.45325200000237,10.351716450771978,189.76164016493058
340,63.45329691539384,10.351716860023837,191.16128152071073
341,63.4533418307853,10.351717269275696,192.56092287649088
342,63.453386746176754,10.351717678527553,193.96056423227103
343,63.453431661568224,10.351718087779412,195.36020558805117
344,63.45347657695968,10.351718497031271,196.75984694383132
345,63.453521492351136,10.35171890628313,198.15948829961147
346,63.453580555555554,10.351719444444447,200.0
