timestamp_utc,elapsed_s,lat_deg,lon_deg,depth_m,ref_idx,followref_state,z_mode
2026-03-10T17:51:42.444847+00:00,18.42,63.44072739,10.352581,0.003,0,UNKNOWN,depth
2026-03-10T17:51:42.945602+00:00,18.92,63.44072744,10.35258096,0.073,0,UNKNOWN,depth
2026-03-10T17:51:43.495386+00:00,19.47,63.44072747,10.352581,0.213,0,UNKNOWN,depth
2026-03-10T17:51:44.046649+00:00,20.02,63.4407275,10.35258101,0.001,0,UNKNOWN,depth
2026-03-10T17:51:44.545782+00:00,20.52,63.44072753,10.352581,0.0,0,StateEnum.GOTO,depth
2026-03-10T17:51:45.095210+00:00,21.07,63.44072833,10.35258101,0.112,0,StateEnum.GOTO,depth
2026-03-10T17:51:45.595898+00:00,21.57,63.44073018,10.35258113,0.0,0,StateEnum.GOTO,depth
2026-03-10T17:51:46.145198+00:00,22.12,63.44073269,10.35258146,0.014,0,StateEnum.GOTO,depth
2026-03-10T17:51:46.645823+00:00,22.62,63.44073539,10.35258173,0.133,0,StateEnum.GOTO,depth
2026-03-10T17:51:47.195565+00:00,23.17,63.44073864,10.35258175,0.0,0,StateEnum.GOTO,depth
2026-03-10T17:51:47.745538+00:00,23.72,63.44074238,10.35258117,0.0,0,StateEnum.GOTO,depth
2026-03-10T17:51:48.245489+00:00,24.22,63.44074596,10.35257968,0.063,0,StateEnum.GOTO,depth
2026-03-10T17:51:48.795426+00:00,24.77,63.44075024,10.35257666,0.005,0,StateEnum.GOTO,depth
2026-03-10T17:51:49.295824+00:00,25.27,63.44075407,10.35257243,0.102,0,StateEnum.GOTO,depth
2026-03-10T17:51:49.845469+00:00,25.82,63.44075825,10.35256581,0.223,0,StateEnum.GOTO,depth
2026-03-10T17:51:50.345863+00:00,26.32,63.44076174,10.35255792,0.374,0,StateEnum.GOTO,depth
2026-03-10T17:51:50.895334+00:00,26.87,63.44076499,10.3525472,0.514,0,StateEnum.GOTO,depth
2026-03-10T17:51:51.395630+00:00,27.37,63.44076716,10.35253595,0.638,0,StateEnum.GOTO,depth
2026-03-10T17:51:51.895767+00:00,27.87,63.4407684,10.35252367,0.797,0,StateEnum.GOTO,depth
2026-03-10T17:51:52.395408+00:00,28.37,63.44076861,10.3525109,0.937,0,StateEnum.GOTO,depth
