timestamp_utc,elapsed_s,event_type,ref_idx,ref_name,lat_deg,lon_deg,depth_m,followref_state,detail
2026-03-10T18:42:36.596093+00:00,21.36,start_position_locked,-1,,63.44072742,10.352581,0.008,,
2026-03-10T18:42:36.597304+00:00,21.36,mission_built,-1,,,,,,n_waypoints=17 dive_depth=25.2m (pipe=30.2m - alt=5.0m) side=right offset=20.0m
2026-03-10T18:42:47.197970+00:00,31.96,followref_state_change,0,,63.44072784,10.35258104,0.053,StateEnum.WAIT,prev=None -> now=StateEnum.WAIT proximity=1
2026-03-10T18:42:47.202019+00:00,31.96,reference_sent,0,DIVE,63.44036114,10.34983436,25.22,StateEnum.WAIT,final=False z_mode=depth depth=25.2m
2026-03-10T18:42:47.202565+00:00,31.96,followref_state_change,0,,63.44072784,10.35258104,0.053,StateEnum.GOTO,prev=StateEnum.WAIT -> now=StateEnum.GOTO proximity=1
2026-03-10T18:44:10.373312+00:00,115.13,sidescan_on,1,,63.44039685,10.35009732,25.388,,active=True
2026-03-10T18:44:10.374345+00:00,115.13,reference_sent,1,PIPE0,63.44039571,10.35008999,30.22,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=25.2m (pipe=30.2m - alt=5.0m)
2026-03-10T18:44:10.374514+00:00,115.14,followref_state_change,1,,63.44039685,10.35009732,25.388,StateEnum.LOITER,prev=StateEnum.GOTO -> now=StateEnum.LOITER proximity=6
2026-03-10T18:44:10.375805+00:00,115.14,reference_sent,2,PIPE1,63.44040442,10.35203,59.93,StateEnum.LOITER,final=False z_mode=sim_depth sim_depth=54.9m (pipe=59.9m - alt=5.0m)
2026-03-10T18:44:10.376059+00:00,115.14,followref_state_change,2,,63.44039685,10.35009732,25.388,StateEnum.GOTO,prev=StateEnum.LOITER -> now=StateEnum.GOTO proximity=1
2026-03-10T18:45:07.425915+00:00,172.19,followref_state_change,2,,63.44039853,10.3517312,44.277,StateEnum.ELEVATOR,prev=StateEnum.GOTO -> now=StateEnum.ELEVATOR proximity=2
2026-03-10T18:45:26.450826+00:00,191.21,followref_state_change,2,,63.44041686,10.35219402,51.57,StateEnum.LOITER,prev=StateEnum.ELEVATOR -> now=StateEnum.LOITER proximity=6
2026-03-10T18:45:26.456826+00:00,191.22,reference_sent,3,PIPE2,63.44119446,10.35473874,85.06,StateEnum.LOITER,final=False z_mode=sim_depth sim_depth=80.1m (pipe=85.1m - alt=5.0m)
2026-03-10T18:45:26.457064+00:00,191.22,followref_state_change,3,,63.44041686,10.35219402,51.57,StateEnum.GOTO,prev=StateEnum.LOITER -> now=StateEnum.GOTO proximity=1
2026-03-10T18:46:52.536492+00:00,277.3,followref_state_change,3,,63.44112315,10.35450036,77.025,StateEnum.LOITER,prev=StateEnum.GOTO -> now=StateEnum.LOITER proximity=6
2026-03-10T18:46:52.540607+00:00,277.3,reference_sent,4,PIPE3,63.44148336,10.35545533,90.07,StateEnum.LOITER,final=False z_mode=sim_depth sim_depth=85.1m (pipe=90.1m - alt=5.0m)
2026-03-10T18:46:52.541437+00:00,277.3,followref_state_change,4,,63.44112315,10.35450036,77.025,StateEnum.GOTO,prev=StateEnum.LOITER -> now=StateEnum.GOTO proximity=1
2026-03-10T18:47:19.561492+00:00,304.32,followref_state_change,4,,63.4414058,10.35523455,83.05,StateEnum.LOITER,prev=StateEnum.GOTO -> now=StateEnum.LOITER proximity=6
2026-03-10T18:47:19.562636+00:00,304.32,reference_sent,5,PIPE4,63.4421291,10.35603636,100.02,StateEnum.LOITER,final=False z_mode=sim_depth sim_depth=95.0m (pipe=100.0m - alt=5.0m)
2026-03-10T18:47:19.562904+00:00,304.32,followref_state_change,5,,63.4414058,10.35523455,83.05,StateEnum.GOTO,prev=StateEnum.LOITER -> now=StateEnum.GOTO proximity=1
2026-03-10T18:48:02.609554+00:00,347.37,followref_state_change,5,,63.44201095,10.35589826,92.487,StateEnum.LOITER,prev=StateEnum.GOTO -> now=StateEnum.LOITER proximity=6
2026-03-10T18:48:02.614816+00:00,347.38,reference_sent,6,PIPE5,63.44277513,10.35630785,108.98,StateEnum.LOITER,final=False z_mode=sim_depth sim_depth=104.0m (pipe=109.0m - alt=5.0m)
2026-03-10T18:48:02.615656+00:00,347.38,followref_state_change,6,,63.44201095,10.35589826,92.487,StateEnum.GOTO,prev=StateEnum.LOITER -> now=StateEnum.GOTO proximity=1
