timestamp_utc,elapsed_s,lat_deg,lon_deg,depth_m,ref_idx,followref_state,z_mode
2026-03-10T15:55:19.948911+00:00,21.63,63.4407274,10.35258101,0.063,0,UNKNOWN,depth
2026-03-10T15:55:20.499345+00:00,22.18,63.44072744,10.35258097,0.032,0,UNKNOWN,depth
2026-03-10T15:55:21.048808+00:00,22.73,63.44072747,10.352581,0.05,0,UNKNOWN,depth
2026-03-10T15:55:21.549017+00:00,23.23,63.4407275,10.35258102,0.0,0,UNKNOWN,depth
2026-03-10T15:55:22.099406+00:00,23.78,63.44072753,10.352581,0.039,0,UNKNOWN,depth
2026-03-10T15:55:22.599358+00:00,24.28,63.44072756,10.352581,0.0,0,UNKNOWN,depth
2026-03-10T15:55:23.099354+00:00,24.78,63.44072759,10.352581,0.0,0,UNKNOWN,depth
2026-03-10T15:55:23.648925+00:00,25.33,63.44072762,10.35258101,0.098,0,UNKNOWN,depth
2026-03-10T15:55:24.149380+00:00,25.83,63.44072763,10.35258101,0.092,0,UNKNOWN,depth
2026-03-10T15:55:24.699298+00:00,26.38,63.44072766,10.35258098,0.097,0,UNKNOWN,depth
2026-03-10T15:55:25.199618+00:00,26.88,63.44072768,10.35258099,0.0,0,UNKNOWN,depth
2026-03-10T15:55:25.748976+00:00,27.43,63.4407277,10.35258099,0.096,0,UNKNOWN,depth
2026-03-10T15:55:26.249382+00:00,27.93,63.44072772,10.35258098,0.142,0,UNKNOWN,depth
2026-03-10T15:55:26.799441+00:00,28.48,63.44072772,10.352581,0.081,0,UNKNOWN,depth
2026-03-10T15:55:27.348792+00:00,29.03,63.44072775,10.352581,0.129,0,UNKNOWN,depth
2026-03-10T15:55:27.849346+00:00,29.53,63.44072776,10.35258099,0.073,0,UNKNOWN,depth
2026-03-10T15:55:28.349864+00:00,30.04,63.44072777,10.352581,0.0,0,UNKNOWN,depth
2026-03-10T15:55:28.899651+00:00,30.58,63.44072779,10.35258099,0.0,0,UNKNOWN,depth
2026-03-10T15:55:29.448817+00:00,31.13,63.44072779,10.35258101,0.067,0,UNKNOWN,depth
2026-03-10T15:55:29.949005+00:00,31.63,63.4407278,10.352581,0.098,0,UNKNOWN,depth
2026-03-10T15:55:30.499347+00:00,32.18,63.44072803,10.35258099,0.0,0,StateEnum.GOTO,depth
2026-03-10T15:55:30.999392+00:00,32.68,63.44072986,10.35258109,0.034,0,StateEnum.GOTO,depth
2026-03-10T15:55:31.548807+00:00,33.23,63.44073223,10.35258132,0.138,0,StateEnum.GOTO,depth
2026-03-10T15:55:32.048946+00:00,33.73,63.44073482,10.35258168,0.092,0,StateEnum.GOTO,depth
2026-03-10T15:55:32.599510+00:00,34.28,63.44073799,10.35258182,0.057,0,StateEnum.GOTO,depth
2026-03-10T15:55:33.149477+00:00,34.83,63.4407416,10.35258143,0.068,0,StateEnum.GOTO,depth
2026-03-10T15:55:33.650134+00:00,35.34,63.44074511,10.35258024,0.21,0,StateEnum.GOTO,depth
2026-03-10T15:55:34.199302+00:00,35.88,63.44074937,10.35257765,0.119,0,StateEnum.GOTO,depth
2026-03-10T15:55:34.748829+00:00,36.43,63.44075359,10.35257345,0.222,0,StateEnum.GOTO,depth
2026-03-10T15:55:35.298832+00:00,36.98,63.44075779,10.35256721,0.183,0,StateEnum.GOTO,depth
2026-03-10T15:55:35.799440+00:00,37.48,63.44076134,10.3525597,0.4,0,StateEnum.GOTO,depth
2026-03-10T15:55:36.348847+00:00,38.03,63.44076473,10.35254934,0.377,0,StateEnum.GOTO,depth
2026-03-10T15:55:36.849334+00:00,38.53,63.44076705,10.35253834,0.519,0,StateEnum.GOTO,depth
2026-03-10T15:55:37.349808+00:00,39.04,63.4407685,10.35252619,0.676,0,StateEnum.GOTO,depth
2026-03-10T15:55:37.899350+00:00,39.58,63.44076889,10.35251215,0.865,0,StateEnum.GOTO,depth
2026-03-10T15:55:38.399397+00:00,40.08,63.44076811,10.35249928,0.992,0,StateEnum.GOTO,depth
2026-03-10T15:55:38.899792+00:00,40.59,63.44076625,10.35248686,1.067,0,StateEnum.GOTO,depth
2026-03-10T15:55:39.449327+00:00,41.13,63.44076299,10.35247431,1.317,0,StateEnum.GOTO,depth
2026-03-10T15:55:39.949305+00:00,41.63,63.44075905,10.3524644,1.369,0,StateEnum.GOTO,depth
