timestamp_utc,elapsed_s,lat_deg,lon_deg,depth_m,ref_idx,followref_state,z_mode
2026-03-10T16:05:28.389104+00:00,34.04,63.44072739,10.35258099,0.089,0,UNKNOWN,depth
2026-03-10T16:05:28.938760+00:00,34.59,63.44072743,10.352581,0.154,0,UNKNOWN,depth
2026-03-10T16:05:29.438749+00:00,35.09,63.44072747,10.352581,0.053,0,UNKNOWN,depth
2026-03-10T16:05:29.939037+00:00,35.59,63.44072749,10.352581,0.031,0,UNKNOWN,depth
2026-03-10T16:05:30.488323+00:00,36.14,63.44072753,10.352581,0.025,0,UNKNOWN,depth
2026-03-10T16:05:30.988486+00:00,36.64,63.44072756,10.352581,0.017,0,UNKNOWN,depth
2026-03-10T16:05:31.488608+00:00,37.14,63.44072758,10.352581,0.0,0,UNKNOWN,depth
2026-03-10T16:05:31.989126+00:00,37.64,63.4407276,10.35258099,0.108,0,UNKNOWN,depth
2026-03-10T16:05:32.538762+00:00,38.19,63.44072763,10.352581,0.056,0,UNKNOWN,depth
2026-03-10T16:05:33.039007+00:00,38.69,63.44072764,10.35258098,0.071,0,UNKNOWN,depth
2026-03-10T16:05:33.539216+00:00,39.2,63.44072767,10.352581,0.113,0,UNKNOWN,depth
2026-03-10T16:05:34.088745+00:00,39.74,63.44072769,10.35258098,0.001,0,UNKNOWN,depth
2026-03-10T16:05:34.638712+00:00,40.29,63.44072771,10.352581,0.034,0,UNKNOWN,depth
2026-03-10T16:05:35.138722+00:00,40.79,63.44072772,10.35258101,0.0,0,UNKNOWN,depth
2026-03-10T16:05:35.639336+00:00,41.3,63.44072774,10.352581,0.0,0,UNKNOWN,depth
2026-03-10T16:05:36.188786+00:00,41.84,63.44072775,10.352581,0.053,0,StateEnum.GOTO,depth
2026-03-10T16:05:36.738463+00:00,42.39,63.44072903,10.35258103,0.051,0,StateEnum.GOTO,depth
2026-03-10T16:05:37.238959+00:00,42.89,63.440731,10.35258119,0.079,0,StateEnum.GOTO,depth
2026-03-10T16:05:37.739151+00:00,43.4,63.44073343,10.3525815,0.032,0,StateEnum.GOTO,depth
2026-03-10T16:05:38.288406+00:00,43.94,63.44073642,10.35258175,0.064,0,StateEnum.GOTO,depth
2026-03-10T16:05:38.788907+00:00,44.44,63.44073952,10.35258171,0.027,0,StateEnum.GOTO,depth
2026-03-10T16:05:39.288721+00:00,44.94,63.44074289,10.35258101,0.101,0,StateEnum.GOTO,depth
2026-03-10T16:05:39.788989+00:00,45.44,63.44074658,10.35257946,0.134,0,StateEnum.GOTO,depth
2026-03-10T16:05:40.339141+00:00,46.0,63.44075075,10.35257635,0.096,0,StateEnum.GOTO,depth
2026-03-10T16:05:40.839786+00:00,46.5,63.44075478,10.35257185,0.174,0,StateEnum.GOTO,depth
2026-03-10T16:05:41.388811+00:00,47.04,63.4407589,10.35256508,0.303,0,StateEnum.GOTO,depth
2026-03-10T16:05:41.938880+00:00,47.59,63.44076267,10.35255608,0.397,0,StateEnum.GOTO,depth
2026-03-10T16:05:42.439353+00:00,48.1,63.44076552,10.35254611,0.495,0,StateEnum.GOTO,depth
2026-03-10T16:05:42.989269+00:00,48.65,63.44076776,10.3525335,0.615,0,StateEnum.GOTO,depth
2026-03-10T16:05:43.539005+00:00,49.19,63.44076885,10.35251977,0.74,0,StateEnum.GOTO,depth
2026-03-10T16:05:44.088973+00:00,49.74,63.44076867,10.35250561,0.992,0,StateEnum.GOTO,depth
2026-03-10T16:05:44.588928+00:00,50.24,63.44076734,10.35249293,1.053,0,StateEnum.GOTO,depth
2026-03-10T16:05:45.138989+00:00,50.79,63.44076464,10.35247976,1.118,0,StateEnum.GOTO,depth
2026-03-10T16:05:45.688920+00:00,51.34,63.44076074,10.35246807,1.338,0,StateEnum.GOTO,depth
2026-03-10T16:05:46.189152+00:00,51.84,63.44075629,10.35245926,1.526,0,StateEnum.GOTO,depth
2026-03-10T16:05:46.739394+00:00,52.4,63.44075049,10.35245151,1.779,0,StateEnum.GOTO,depth
2026-03-10T16:05:47.288528+00:00,52.94,63.44074402,10.35244474,1.825,0,StateEnum.GOTO,depth
2026-03-10T16:05:47.788940+00:00,53.44,63.44073788,10.35243827,1.977,0,StateEnum.GOTO,depth
2026-03-10T16:05:48.338831+00:00,53.99,63.4407313,10.35242978,2.209,0,StateEnum.GOTO,depth
2026-03-10T16:05:48.838829+00:00,54.49,63.44072583,10.35242032,2.399,0,StateEnum.GOTO,depth
2026-03-10T16:05:49.388744+00:00,55.04,63.44072058,10.35240804,2.522,0,StateEnum.GOTO,depth
2026-03-10T16:05:49.938796+00:00,55.59,63.44071608,10.35239416,2.776,0,StateEnum.GOTO,depth
2026-03-10T16:05:50.438947+00:00,56.09,63.44071246,10.35238048,2.927,0,StateEnum.GOTO,depth
2026-03-10T16:05:50.939070+00:00,56.59,63.44070911,10.35236613,3.112,0,StateEnum.GOTO,depth
2026-03-10T16:05:51.489134+00:00,57.14,63.44070557,10.35234981,3.411,0,StateEnum.GOTO,depth
2026-03-10T16:05:52.039435+00:00,57.7,63.44070206,10.35233323,3.66,0,StateEnum.GOTO,depth
2026-03-10T16:05:52.588762+00:00,58.24,63.4406985,10.35231647,3.758,0,StateEnum.GOTO,depth
2026-03-10T16:05:53.089135+00:00,58.74,63.44069528,10.35230105,4.012,0,StateEnum.GOTO,depth
2026-03-10T16:05:53.589041+00:00,59.24,63.44069215,10.35228548,4.177,0,StateEnum.GOTO,depth
2026-03-10T16:05:54.138922+00:00,59.79,63.44068884,10.35226815,4.57,0,StateEnum.GOTO,depth
2026-03-10T16:05:54.688971+00:00,60.34,63.44068567,10.35225063,4.583,0,StateEnum.GOTO,depth
2026-03-10T16:05:55.238740+00:00,60.89,63.44068267,10.35223293,5.023,0,StateEnum.GOTO,depth
2026-03-10T16:05:55.738843+00:00,61.39,63.44068006,10.35221671,5.147,0,StateEnum.GOTO,depth
2026-03-10T16:05:56.288983+00:00,61.94,63.44067731,10.35219875,5.417,0,StateEnum.GOTO,depth
2026-03-10T16:05:56.838768+00:00,62.49,63.44067466,10.35218069,5.551,0,StateEnum.GOTO,depth
2026-03-10T16:05:57.388600+00:00,63.04,63.44067206,10.35216256,5.85,0,StateEnum.GOTO,depth
2026-03-10T16:05:57.889224+00:00,63.55,63.44066976,10.35214603,6.055,0,StateEnum.GOTO,depth
2026-03-10T16:05:58.438345+00:00,64.09,63.44066727,10.35212781,6.254,0,StateEnum.GOTO,depth
2026-03-10T16:05:58.939056+00:00,64.59,63.44066502,10.35211122,6.532,0,StateEnum.GOTO,depth
2026-03-10T16:05:59.439116+00:00,65.09,63.44066279,10.35209464,6.734,0,StateEnum.GOTO,depth
2026-03-10T16:05:59.938984+00:00,65.59,63.44066055,10.35207804,6.967,0,StateEnum.GOTO,depth
2026-03-10T16:06:00.489314+00:00,66.15,63.44065811,10.35205977,7.148,0,StateEnum.GOTO,depth
2026-03-10T16:06:01.038842+00:00,66.69,63.44065568,10.35204148,7.442,0,StateEnum.GOTO,depth
2026-03-10T16:06:01.589026+00:00,67.24,63.44065326,10.3520232,7.716,0,StateEnum.GOTO,depth
2026-03-10T16:06:02.088871+00:00,67.74,63.44065105,10.35200657,7.777,0,StateEnum.GOTO,depth
2026-03-10T16:06:02.638904+00:00,68.29,63.44064862,10.35198828,8.038,0,StateEnum.GOTO,depth
