timestamp_utc,elapsed_s,lat_deg,lon_deg,depth_m,ref_idx,followref_state,z_mode
2026-03-11T13:32:25.416519+00:00,19.18,63.44072741,10.352581,0.026,0,UNKNOWN,depth
2026-03-11T13:32:25.966899+00:00,19.73,63.44072745,10.35258101,0.082,0,UNKNOWN,depth
2026-03-11T13:32:26.466792+00:00,20.23,63.44072748,10.352581,0.106,0,UNKNOWN,depth
2026-03-11T13:32:27.016829+00:00,20.78,63.44072752,10.35258099,0.0,0,StateEnum.GOTO,depth
2026-03-11T13:32:27.566228+00:00,21.33,63.44072879,10.35258103,0.081,0,StateEnum.GOTO,depth
2026-03-11T13:32:28.066831+00:00,21.83,63.44073074,10.35258122,0.017,0,StateEnum.GOTO,depth
2026-03-11T13:32:28.617176+00:00,22.39,63.44073344,10.35258154,0.035,0,StateEnum.GOTO,depth
2026-03-11T13:32:29.166704+00:00,22.93,63.44073648,10.35258178,0.018,0,StateEnum.GOTO,depth
2026-03-11T13:32:29.666878+00:00,23.43,63.44073959,10.35258168,0.0,0,StateEnum.GOTO,depth
2026-03-11T13:32:30.167367+00:00,23.94,63.44074298,10.35258089,0.102,0,StateEnum.GOTO,depth
2026-03-11T13:32:30.716878+00:00,24.48,63.44074709,10.35257902,0.015,0,StateEnum.GOTO,depth
2026-03-11T13:32:31.216664+00:00,24.98,63.44075088,10.35257598,0.073,0,StateEnum.GOTO,depth
2026-03-11T13:32:31.717136+00:00,25.49,63.44075494,10.35257129,0.126,0,StateEnum.GOTO,depth
2026-03-11T13:32:32.217760+00:00,25.99,63.44075868,10.35256505,0.266,0,StateEnum.GOTO,depth
2026-03-11T13:32:32.766691+00:00,26.53,63.44076247,10.35255606,0.338,0,StateEnum.GOTO,depth
2026-03-11T13:32:33.316404+00:00,27.08,63.44076558,10.35254497,0.441,0,StateEnum.GOTO,depth
2026-03-11T13:32:33.816809+00:00,27.58,63.44076758,10.35253349,0.555,0,StateEnum.GOTO,depth
2026-03-11T13:32:34.367290+00:00,28.14,63.44076867,10.35251976,0.766,0,StateEnum.GOTO,depth
2026-03-11T13:32:34.916326+00:00,28.68,63.44076846,10.35250561,0.857,0,StateEnum.GOTO,depth
2026-03-11T13:32:35.416910+00:00,29.19,63.44076714,10.35249288,0.935,0,StateEnum.GOTO,depth
2026-03-11T13:32:35.916941+00:00,29.69,63.44076474,10.35248085,1.138,0,StateEnum.GOTO,depth
2026-03-11T13:32:36.417199+00:00,30.19,63.44076133,10.35247002,1.291,0,StateEnum.GOTO,depth
2026-03-11T13:32:36.917065+00:00,30.69,63.44075705,10.35246077,1.377,0,StateEnum.GOTO,depth
2026-03-11T13:32:37.466988+00:00,31.24,63.44075152,10.35245294,1.564,0,StateEnum.GOTO,depth
2026-03-11T13:32:37.966988+00:00,31.74,63.44074593,10.35244816,1.777,0,StateEnum.GOTO,depth
2026-03-11T13:32:38.467102+00:00,32.24,63.44074003,10.35244589,1.868,0,StateEnum.GOTO,depth
2026-03-11T13:32:39.016923+00:00,32.79,63.44073344,10.35244617,2.006,0,StateEnum.GOTO,depth
2026-03-11T13:32:39.566976+00:00,33.34,63.44072685,10.35245006,2.258,0,StateEnum.GOTO,depth
2026-03-11T13:32:40.067408+00:00,33.84,63.44072076,10.35245493,2.488,0,StateEnum.GOTO,depth
2026-03-11T13:32:40.616450+00:00,34.38,63.44071378,10.35246084,2.576,0,StateEnum.GOTO,depth
2026-03-11T13:32:41.116602+00:00,34.88,63.44070714,10.35246509,2.738,0,StateEnum.GOTO,depth
2026-03-11T13:32:41.666779+00:00,35.43,63.44069959,10.3524677,2.877,0,StateEnum.GOTO,depth
2026-03-11T13:32:42.216331+00:00,35.98,63.44069194,10.35246793,3.154,0,StateEnum.GOTO,depth
2026-03-11T13:32:42.766263+00:00,36.53,63.44068427,10.35246591,3.384,0,StateEnum.GOTO,depth
2026-03-11T13:32:43.266509+00:00,37.03,63.44067732,10.35246233,3.55,0,StateEnum.GOTO,depth
2026-03-11T13:32:43.766895+00:00,37.53,63.4406704,10.35245764,3.739,0,StateEnum.GOTO,depth
2026-03-11T13:32:44.266870+00:00,38.03,63.44066347,10.35245219,3.859,0,StateEnum.GOTO,depth
