timestamp_utc,elapsed_s,lat_deg,lon_deg,depth_m,ref_idx,followref_state,z_mode
2026-03-09T11:37:51.954404+00:00,9.49,63.44072741,10.352581,0.026,0,UNKNOWN,depth
2026-03-09T11:37:52.504393+00:00,10.04,63.44072745,10.35258102,0.063,0,UNKNOWN,depth
2026-03-09T11:37:53.054836+00:00,10.59,63.44072752,10.352581,0.017,0,StateEnum.GOTO,depth
2026-03-09T11:37:53.603863+00:00,11.14,63.44072856,10.35258102,0.08,0,StateEnum.GOTO,depth
2026-03-09T11:37:54.154481+00:00,11.69,63.44073077,10.35258121,0.0,0,StateEnum.GOTO,depth
2026-03-09T11:37:54.654579+00:00,12.19,63.44073315,10.35258149,0.054,0,StateEnum.GOTO,depth
2026-03-09T11:37:55.204495+00:00,12.74,63.44073617,10.35258179,0.104,0,StateEnum.GOTO,depth
2026-03-09T11:37:55.754675+00:00,13.29,63.44073951,10.35258166,0.0,0,StateEnum.GOTO,depth
2026-03-09T11:37:56.303906+00:00,13.84,63.44074337,10.3525808,0.015,0,StateEnum.GOTO,depth
2026-03-09T11:37:56.853942+00:00,14.39,63.44074754,10.35257873,0.136,0,StateEnum.GOTO,depth
2026-03-09T11:37:57.354260+00:00,14.89,63.44075134,10.35257552,0.111,0,StateEnum.GOTO,depth
2026-03-09T11:37:57.854226+00:00,15.39,63.4407552,10.35257079,0.278,0,StateEnum.GOTO,depth
2026-03-09T11:37:58.404272+00:00,15.94,63.44075928,10.35256363,0.227,0,StateEnum.GOTO,depth
2026-03-09T11:37:58.904679+00:00,16.44,63.44076264,10.35255517,0.395,0,StateEnum.GOTO,depth
2026-03-09T11:37:59.454829+00:00,16.99,63.44076568,10.35254393,0.593,0,StateEnum.GOTO,depth
2026-03-09T11:37:59.954811+00:00,17.49,63.44076759,10.35253231,0.632,0,StateEnum.GOTO,depth
2026-03-09T11:38:00.504509+00:00,18.04,63.44076857,10.35251856,0.797,0,StateEnum.GOTO,depth
2026-03-09T11:38:01.054336+00:00,18.59,63.44076826,10.35250442,0.875,0,StateEnum.GOTO,depth
2026-03-09T11:38:01.604289+00:00,19.14,63.44076662,10.35249053,1.061,0,StateEnum.GOTO,depth
2026-03-09T11:38:02.154461+00:00,19.69,63.44076369,10.35247761,1.215,0,StateEnum.GOTO,depth
2026-03-09T11:38:02.704411+00:00,20.24,63.4407596,10.35246626,1.38,0,StateEnum.GOTO,depth
2026-03-09T11:38:03.254730+00:00,20.79,63.44075446,10.35245707,1.494,0,StateEnum.GOTO,depth
2026-03-09T11:38:03.804686+00:00,21.34,63.44074847,10.35244967,1.801,0,StateEnum.GOTO,depth
2026-03-09T11:38:04.354469+00:00,21.89,63.44074186,10.35244295,1.877,0,StateEnum.GOTO,depth
2026-03-09T11:38:04.854250+00:00,22.39,63.4407357,10.35243623,2.122,0,StateEnum.GOTO,depth
2026-03-09T11:38:05.405045+00:00,22.94,63.44072926,10.3524272,2.218,0,StateEnum.GOTO,depth
2026-03-09T11:38:05.954441+00:00,23.49,63.44072353,10.35241615,2.402,0,StateEnum.GOTO,depth
2026-03-09T11:38:06.504156+00:00,24.04,63.44071859,10.35240321,2.595,0,StateEnum.GOTO,depth
2026-03-09T11:38:07.004601+00:00,24.54,63.44071468,10.35239026,2.895,0,StateEnum.GOTO,depth
2026-03-09T11:38:07.554536+00:00,25.09,63.44071088,10.35237476,3.073,0,StateEnum.GOTO,depth
2026-03-09T11:38:08.054845+00:00,25.59,63.44070762,10.35236019,3.283,0,StateEnum.GOTO,depth
2026-03-09T11:38:08.604001+00:00,26.14,63.44070414,10.35234372,3.422,0,StateEnum.GOTO,depth
