timestamp_utc,elapsed_s,lat_deg,lon_deg,depth_m,ref_idx,followref_state,z_mode
2026-03-10T17:44:11.249739+00:00,26.03,63.44072739,10.35258101,0.129,0,UNKNOWN,depth
2026-03-10T17:44:11.799892+00:00,26.58,63.44072743,10.35258099,0.033,0,UNKNOWN,depth
2026-03-10T17:44:12.300513+00:00,27.09,63.44072746,10.352581,0.048,0,UNKNOWN,depth
2026-03-10T17:44:12.849585+00:00,27.63,63.4407275,10.35258099,0.089,0,UNKNOWN,depth
2026-03-10T17:44:13.349689+00:00,28.13,63.44072753,10.352581,0.0,0,UNKNOWN,depth
2026-03-10T17:44:13.899648+00:00,28.68,63.44072756,10.35258099,0.0,0,UNKNOWN,depth
2026-03-10T17:44:14.399684+00:00,29.18,63.44072758,10.352581,0.041,0,UNKNOWN,depth
2026-03-10T17:44:14.899722+00:00,29.68,63.44072761,10.35258098,0.0,0,UNKNOWN,depth
2026-03-10T17:44:15.400599+00:00,30.19,63.44072763,10.35258099,0.0,0,UNKNOWN,depth
2026-03-10T17:44:15.950612+00:00,30.74,63.44072765,10.35258099,0.089,0,StateEnum.GOTO,depth
2026-03-10T17:44:16.500414+00:00,31.29,63.44072854,10.35258102,0.024,0,StateEnum.GOTO,depth
2026-03-10T17:44:17.049768+00:00,31.83,63.44073063,10.35258118,0.021,0,StateEnum.GOTO,depth
2026-03-10T17:44:17.550632+00:00,32.34,63.44073308,10.35258148,0.082,0,StateEnum.GOTO,depth
2026-03-10T17:44:18.050535+00:00,32.84,63.44073574,10.35258174,0.054,0,StateEnum.GOTO,depth
2026-03-10T17:44:18.599668+00:00,33.38,63.44073911,10.35258176,0.0,0,StateEnum.GOTO,depth
2026-03-10T17:44:19.100753+00:00,33.89,63.44074243,10.35258117,0.018,0,StateEnum.GOTO,depth
2026-03-10T17:44:19.600561+00:00,34.39,63.44074609,10.3525797,0.13,0,StateEnum.GOTO,depth
2026-03-10T17:44:20.100458+00:00,34.89,63.4407499,10.35257704,0.151,0,StateEnum.GOTO,depth
2026-03-10T17:44:20.650432+00:00,35.44,63.44075429,10.3525724,0.195,0,StateEnum.GOTO,depth
2026-03-10T17:44:21.200488+00:00,35.99,63.44075847,10.35256582,0.347,0,StateEnum.GOTO,depth
2026-03-10T17:44:21.749736+00:00,36.53,63.44076227,10.35255705,0.368,0,StateEnum.GOTO,depth
2026-03-10T17:44:22.250367+00:00,37.04,63.44076519,10.35254725,0.343,0,StateEnum.GOTO,depth
2026-03-10T17:44:22.750899+00:00,37.54,63.44076737,10.35253598,0.628,0,StateEnum.GOTO,depth
2026-03-10T17:44:23.299942+00:00,38.08,63.4407687,10.35252246,0.839,0,StateEnum.GOTO,depth
2026-03-10T17:44:23.800424+00:00,38.59,63.4407688,10.35250963,0.914,0,StateEnum.GOTO,depth
2026-03-10T17:44:24.300528+00:00,39.09,63.4407678,10.35249682,0.944,0,StateEnum.GOTO,depth
2026-03-10T17:44:24.800714+00:00,39.59,63.44076572,10.35248455,1.1,0,StateEnum.GOTO,depth
2026-03-10T17:44:25.300623+00:00,40.09,63.44076262,10.3524733,1.166,0,StateEnum.GOTO,depth
2026-03-10T17:44:25.850473+00:00,40.64,63.44075816,10.35246267,1.429,0,StateEnum.GOTO,depth
2026-03-10T17:44:26.400111+00:00,41.18,63.44075275,10.35245414,1.586,0,StateEnum.GOTO,depth
2026-03-10T17:44:26.900275+00:00,41.68,63.44074698,10.35244791,1.688,0,StateEnum.GOTO,depth
2026-03-10T17:44:27.450906+00:00,42.24,63.44074029,10.35244115,1.952,0,StateEnum.GOTO,depth
2026-03-10T17:44:27.950904+00:00,42.74,63.44073418,10.35243415,2.091,0,StateEnum.GOTO,depth
2026-03-10T17:44:28.500594+00:00,43.29,63.44072791,10.3524246,2.262,0,StateEnum.GOTO,depth
2026-03-10T17:44:29.049806+00:00,43.83,63.44072237,10.35241302,2.546,0,StateEnum.GOTO,depth
2026-03-10T17:44:29.549814+00:00,44.33,63.44071801,10.35240093,2.648,0,StateEnum.GOTO,depth
2026-03-10T17:44:30.051043+00:00,44.84,63.44071418,10.35238771,2.761,0,StateEnum.GOTO,depth
2026-03-10T17:44:30.600901+00:00,45.39,63.44071037,10.35237225,3.031,0,StateEnum.GOTO,depth
2026-03-10T17:44:31.150462+00:00,45.94,63.44070679,10.35235611,3.254,0,StateEnum.GOTO,depth
2026-03-10T17:44:31.649865+00:00,46.43,63.44070359,10.35234111,3.415,0,StateEnum.GOTO,depth
2026-03-10T17:44:32.150733+00:00,46.94,63.44070039,10.3523259,3.682,0,StateEnum.GOTO,depth
2026-03-10T17:44:32.700538+00:00,47.49,63.44069687,10.35230901,3.955,0,StateEnum.GOTO,depth
2026-03-10T17:44:33.250448+00:00,48.04,63.44069339,10.35229195,4.193,0,StateEnum.GOTO,depth
2026-03-10T17:44:33.800604+00:00,48.59,63.44069002,10.3522747,4.374,0,StateEnum.GOTO,depth
2026-03-10T17:44:34.300566+00:00,49.09,63.4406871,10.35225884,4.603,0,StateEnum.GOTO,depth
2026-03-10T17:44:34.850645+00:00,49.64,63.44068401,10.35224122,4.854,0,StateEnum.GOTO,depth
2026-03-10T17:44:35.351201+00:00,50.14,63.44068135,10.35222503,5.081,0,StateEnum.GOTO,depth
