timestamp_utc,elapsed_s,lat_deg,lon_deg,depth_m,ref_idx,followref_state,z_mode
2026-03-11T13:21:30.727407+00:00,29.07,63.44072738,10.352581,0.036,0,UNKNOWN,depth
2026-03-11T13:21:31.276678+00:00,29.62,63.44072743,10.352581,0.0,0,UNKNOWN,depth
2026-03-11T13:21:31.826074+00:00,30.17,63.44072747,10.352581,0.015,0,StateEnum.GOTO,depth
2026-03-11T13:21:32.376063+00:00,30.72,63.44072815,10.35258101,0.0,0,StateEnum.GOTO,depth
2026-03-11T13:21:32.876476+00:00,31.22,63.44072993,10.35258113,0.156,0,StateEnum.GOTO,depth
2026-03-11T13:21:33.426714+00:00,31.77,63.4407324,10.35258141,0.096,0,StateEnum.GOTO,depth
2026-03-11T13:21:33.926966+00:00,32.27,63.44073504,10.3525817,0.018,0,StateEnum.GOTO,depth
2026-03-11T13:21:34.476863+00:00,32.82,63.44073828,10.35258176,0.11,0,StateEnum.GOTO,depth
2026-03-11T13:21:35.026802+00:00,33.37,63.44074197,10.35258124,0.034,0,StateEnum.GOTO,depth
2026-03-11T13:21:35.577024+00:00,33.92,63.44074589,10.35257968,0.083,0,StateEnum.GOTO,depth
2026-03-11T13:21:36.077010+00:00,34.42,63.44074981,10.35257699,0.241,0,StateEnum.GOTO,depth
2026-03-11T13:21:36.577104+00:00,34.92,63.44075367,10.35257291,0.143,0,StateEnum.GOTO,depth
2026-03-11T13:21:37.126757+00:00,35.47,63.44075782,10.35256651,0.225,0,StateEnum.GOTO,depth
2026-03-11T13:21:37.676817+00:00,36.02,63.44076168,10.3525579,0.342,0,StateEnum.GOTO,depth
2026-03-11T13:21:38.177083+00:00,36.52,63.44076468,10.35254825,0.448,0,StateEnum.GOTO,depth
2026-03-11T13:21:38.726350+00:00,37.07,63.44076709,10.35253603,0.514,0,StateEnum.GOTO,depth
2026-03-11T13:21:39.226727+00:00,37.57,63.44076834,10.35252367,0.724,0,StateEnum.GOTO,depth
2026-03-11T13:21:39.776608+00:00,38.12,63.4407685,10.35250954,0.934,0,StateEnum.GOTO,depth
2026-03-11T13:21:40.326282+00:00,38.67,63.44076734,10.35249548,1.061,0,StateEnum.GOTO,depth
2026-03-11T13:21:40.826670+00:00,39.17,63.44076514,10.35248329,1.121,0,StateEnum.GOTO,depth
2026-03-11T13:21:41.376706+00:00,39.72,63.44076156,10.35247118,1.209,0,StateEnum.GOTO,depth
2026-03-11T13:21:41.926723+00:00,40.27,63.4407569,10.35246096,1.407,0,StateEnum.GOTO,depth
2026-03-11T13:21:42.476664+00:00,40.82,63.44075124,10.35245289,1.568,0,StateEnum.GOTO,depth
2026-03-11T13:21:42.976506+00:00,41.32,63.44074547,10.35244662,1.718,0,StateEnum.GOTO,depth
2026-03-11T13:21:43.476885+00:00,41.82,63.44073936,10.35244035,1.965,0,StateEnum.GOTO,depth
2026-03-11T13:21:43.976858+00:00,42.32,63.44073328,10.35243307,2.13,0,StateEnum.GOTO,depth
2026-03-11T13:21:44.526720+00:00,42.87,63.44072711,10.35242322,2.322,0,StateEnum.GOTO,depth
2026-03-11T13:21:45.076501+00:00,43.42,63.44072168,10.35241136,2.548,0,StateEnum.GOTO,depth
2026-03-11T13:21:45.626583+00:00,43.97,63.44071698,10.35239788,2.759,0,StateEnum.GOTO,depth
2026-03-11T13:21:46.126426+00:00,44.47,63.44071326,10.3523844,2.959,0,StateEnum.GOTO,depth
2026-03-11T13:21:46.626716+00:00,44.97,63.44070985,10.35237025,3.099,0,StateEnum.GOTO,depth
2026-03-11T13:21:47.176399+00:00,45.52,63.44070631,10.352354,3.312,0,StateEnum.GOTO,depth
2026-03-11T13:21:47.726542+00:00,46.07,63.44070284,10.35233744,3.559,0,StateEnum.GOTO,depth
2026-03-11T13:21:48.277040+00:00,46.62,63.44069934,10.35232066,3.781,0,StateEnum.GOTO,depth
2026-03-11T13:21:48.826137+00:00,47.17,63.44069582,10.35230375,3.998,0,StateEnum.GOTO,depth
2026-03-11T13:21:49.326796+00:00,47.67,63.44069267,10.3522882,4.185,0,StateEnum.GOTO,depth
2026-03-11T13:21:49.876941+00:00,48.22,63.44068933,10.35227089,4.564,0,StateEnum.GOTO,depth
2026-03-11T13:21:50.376916+00:00,48.72,63.44068641,10.35225498,4.565,0,StateEnum.GOTO,depth
2026-03-11T13:21:50.876997+00:00,49.22,63.44068364,10.35223893,4.869,0,StateEnum.GOTO,depth
2026-03-11T13:21:51.426685+00:00,49.77,63.44068072,10.35222114,5.157,0,StateEnum.GOTO,depth
2026-03-11T13:21:51.976714+00:00,50.32,63.44067792,10.35220321,5.269,0,StateEnum.GOTO,depth
2026-03-11T13:21:52.526755+00:00,50.87,63.44067524,10.35218519,5.573,0,StateEnum.GOTO,depth
