timestamp_utc,elapsed_s,event_type,ref_idx,ref_name,lat_deg,lon_deg,depth_m,followref_state,detail
2026-03-10T15:56:12.808728+00:00,8.26,start_position_locked,-1,,63.44072741,10.352581,0.072,,
2026-03-10T15:56:12.825829+00:00,8.28,mission_built,-1,,,,,,n_waypoints=172 dive_depth=15.5m (pipe=20.5m - alt=5.0m) side=right offset=20.0m
2026-03-10T15:56:14.809754+00:00,10.26,followref_state_change,0,,63.44072751,10.35258097,0.118,StateEnum.WAIT,prev=None -> now=StateEnum.WAIT proximity=1
2026-03-10T15:56:14.814160+00:00,10.27,reference_sent,0,DIVE,63.44053326,10.35087647,15.478,StateEnum.WAIT,final=False z_mode=depth depth=15.5m
2026-03-10T15:56:14.814852+00:00,10.27,followref_state_change,0,,63.44072751,10.35258097,0.118,StateEnum.GOTO,prev=StateEnum.WAIT -> now=StateEnum.GOTO proximity=1
2026-03-10T15:57:05.618973+00:00,61.07,sidescan_on,1,,63.44056575,10.35115833,15.483,,active=True
2026-03-10T15:57:05.620498+00:00,61.07,reference_sent,1,PIPE0,63.44040097,10.34971101,20.478,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=15.5m (pipe=20.5m - alt=5.0m)
2026-03-10T15:57:39.655500+00:00,95.11,reference_sent,2,PIPE1,63.4403979,10.34991423,25.933,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=20.9m (pipe=25.9m - alt=5.0m)
2026-03-10T15:57:39.655936+00:00,95.11,followref_state_change,2,,63.44043227,10.34998269,15.474,StateEnum.ELEVATOR,prev=StateEnum.GOTO -> now=StateEnum.ELEVATOR proximity=2
2026-03-10T15:57:55.665180+00:00,111.12,followref_state_change,2,,63.4404362,10.35004695,19.961,StateEnum.LOITER,prev=StateEnum.ELEVATOR -> now=StateEnum.LOITER proximity=6
2026-03-10T15:57:55.665840+00:00,111.12,reference_sent,3,PIPE2,63.4403961,10.35012616,31.006,StateEnum.LOITER,final=False z_mode=sim_depth sim_depth=26.0m (pipe=31.0m - alt=5.0m)
2026-03-10T15:57:55.666012+00:00,111.12,followref_state_change,3,,63.4404362,10.35004695,19.961,StateEnum.ELEVATOR,prev=StateEnum.LOITER -> now=StateEnum.ELEVATOR proximity=2
2026-03-10T15:58:11.677971+00:00,127.13,followref_state_change,3,,63.44046091,10.35005767,25.148,StateEnum.LOITER,prev=StateEnum.ELEVATOR -> now=StateEnum.LOITER proximity=6
2026-03-10T15:58:11.679438+00:00,127.13,reference_sent,4,PIPE3,63.44039839,10.35033516,34.957,StateEnum.LOITER,final=False z_mode=sim_depth sim_depth=30.0m (pipe=35.0m - alt=5.0m)
2026-03-10T15:58:11.679740+00:00,127.13,followref_state_change,4,,63.44046091,10.35005767,25.148,StateEnum.GOTO,prev=StateEnum.LOITER -> now=StateEnum.GOTO proximity=1
2026-03-10T15:58:17.684298+00:00,133.14,reference_sent,5,PIPE4,63.44040056,10.35053338,38.908,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=33.9m (pipe=38.9m - alt=5.0m)
2026-03-10T15:58:24.689217+00:00,140.14,followref_state_change,5,,63.44041512,10.35040067,29.57,StateEnum.ELEVATOR,prev=StateEnum.GOTO -> now=StateEnum.ELEVATOR proximity=2
