timestamp_utc,elapsed_s,event_type,ref_idx,ref_name,lat_deg,lon_deg,depth_m,followref_state,detail
2026-03-09T12:09:50.824239+00:00,12.31,start_position_locked,-1,,63.4407274,10.352581,0.041,,
2026-03-09T12:09:50.828293+00:00,12.31,mission_built,-1,,,,,,n_waypoints=17 dive_depth=25.2m (pipe=30.2m - alt=5.0m) side=right offset=20.0m
2026-03-09T12:10:00.224993+00:00,21.71,followref_state_change,0,,63.4407278,10.35258101,0.011,StateEnum.WAIT,prev=None -> now=StateEnum.WAIT proximity=1
2026-03-09T12:10:00.228768+00:00,21.71,reference_sent,0,DIVE,63.44036114,10.34983435,25.22,StateEnum.WAIT,final=False z_mode=depth depth=25.2m
2026-03-09T12:10:00.229332+00:00,21.71,followref_state_change,0,,63.4407278,10.35258101,0.011,StateEnum.GOTO,prev=StateEnum.WAIT -> now=StateEnum.GOTO proximity=1
2026-03-09T12:11:22.638749+00:00,104.12,sidescan_on,1,,63.44040116,10.35012954,25.287,,active=True
2026-03-09T12:11:22.642179+00:00,104.13,reference_sent,1,PIPE0,63.44039571,10.35008999,30.22,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=25.2m (pipe=30.2m - alt=5.0m)
2026-03-09T12:11:22.643285+00:00,104.13,followref_state_change,1,,63.44040116,10.35012954,25.287,StateEnum.LOITER,prev=StateEnum.GOTO -> now=StateEnum.LOITER proximity=6
2026-03-09T12:11:22.647254+00:00,104.13,reference_sent,2,PIPE1,63.44040442,10.35203,59.93,StateEnum.LOITER,final=False z_mode=sim_depth sim_depth=54.9m (pipe=59.9m - alt=5.0m)
2026-03-09T12:11:22.648182+00:00,104.13,followref_state_change,2,,63.44040116,10.35012954,25.287,StateEnum.GOTO,prev=StateEnum.LOITER -> now=StateEnum.GOTO proximity=1
2026-03-09T12:12:20.694459+00:00,162.18,reference_sent,3,PIPE2,63.44119446,10.35473874,85.06,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=80.1m (pipe=85.1m - alt=5.0m)
2026-03-09T12:13:52.779589+00:00,254.26,reference_sent,4,PIPE3,63.44148336,10.35545533,90.07,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=85.1m (pipe=90.1m - alt=5.0m)
2026-03-09T12:14:19.801980+00:00,281.29,reference_sent,5,PIPE4,63.4421291,10.35603636,100.02,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=95.0m (pipe=100.0m - alt=5.0m)
2026-03-09T12:15:03.846945+00:00,325.33,reference_sent,6,PIPE5,63.44277513,10.35630785,108.98,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=104.0m (pipe=109.0m - alt=5.0m)
2026-03-09T12:15:44.889323+00:00,366.37,reference_sent,7,PIPE6,63.44368109,10.35581791,114.99,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=110.0m (pipe=115.0m - alt=5.0m)
2026-03-09T12:16:42.943231+00:00,424.43,reference_sent,8,PIPE7,63.44443009,10.35530119,120.0,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=115.0m (pipe=120.0m - alt=5.0m)
2026-03-09T12:17:31.998766+00:00,473.48,reference_sent,9,PIPE8,63.44504175,10.35459786,124.94,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=119.9m (pipe=124.9m - alt=5.0m)
2026-03-09T12:18:15.035355+00:00,516.52,reference_sent,10,PIPE9,63.44583208,10.35320574,110.0,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=105.0m (pipe=110.0m - alt=5.0m)
2026-03-09T12:19:19.096507+00:00,580.58,reference_sent,11,PIPE10,63.44653957,10.35254366,110.01,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=105.0m (pipe=110.0m - alt=5.0m)
2026-03-09T12:20:06.139718+00:00,627.63,reference_sent,12,PIPE11,63.44750245,10.35249031,122.97,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=118.0m (pipe=123.0m - alt=5.0m)
2026-03-09T12:21:07.203085+00:00,688.69,reference_sent,13,PIPE12,63.44876851,10.35238427,127.04,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=122.0m (pipe=127.0m - alt=5.0m)
2026-03-09T12:23:05.319484+00:00,806.8,reference_sent,14,PIPE13,63.45063988,10.3521856,142.0,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=137.0m (pipe=142.0m - alt=5.0m)
2026-03-09T12:25:42.464984+00:00,963.95,reference_sent,15,PIPE14,63.4523394,10.35210591,161.91,StateEnum.GOTO,final=False z_mode=sim_depth sim_depth=156.9m (pipe=161.9m - alt=5.0m)
2026-03-09T12:28:06.612356+00:00,1108.1,reference_sent,16,PIPE15,63.45356237,10.35211672,200.0,StateEnum.GOTO,final=True z_mode=sim_depth sim_depth=195.0m (pipe=200.0m - alt=5.0m)
2026-03-09T12:30:00.726495+00:00,1222.21,sidescan_off,16,,63.45343035,10.35211625,117.625,,active=False
2026-03-09T12:30:00.726879+00:00,1222.21,popup_started,-1,,,,,StateEnum.GOTO,duration=30s timeout=120s
